Country,Year,Happiness Rank,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Freedom,Trust (Government Corruption),Lower Confidence Interval,Upper Confidence Interval,Generosity,Dystopia Residual
Kuwait,2018,45,6.083,1.474,0.675,0.554,0.106,5.486866,5.486866,0.167,6.127
Thailand,2018,46,6.072,1.016,0.707,0.637,0.029,5.476944,5.476944,0.364,6.02
Italy,2018,47,6.0,1.264,0.946,0.281,0.028,5.412,5.412,0.137,6.006999999999999
Ecuador,2018,48,5.973,0.889,0.736,0.556,0.12,5.387646,5.387646,0.114,5.595
Belize,2018,49,5.956,0.807,0.474,0.593,0.089,5.372312000000001,5.372312000000001,0.183,5.097
Lithuania,2018,50,5.952,1.197,0.716,0.35,0.006,5.368704,5.368704,0.026,5.672
Slovenia,2018,51,5.948,1.219,0.856,0.633,0.051,5.365096,5.365096,0.16,6.275
Romania,2018,52,5.945,1.116,0.726,0.528,0.001,5.36239,5.36239,0.088,5.528000000000001
Latvia,2018,53,5.933,1.148,0.671,0.363,0.066,5.351566,5.351566,0.092,5.643999999999999
Japan,2018,54,5.915,1.294,0.988,0.553,0.15,5.33533,5.33533,0.079,6.3759999999999994
Mauritius,2018,55,5.891,1.09,0.684,0.584,0.05,5.313682,5.313682,0.245,5.89
Jamaica,2018,56,5.89,0.819,0.693,0.575,0.031,5.31278,5.31278,0.096,5.5569999999999995
South Korea,2018,57,5.875,1.266,0.955,0.244,0.051,5.29925,5.29925,0.175,5.745
Northern Cyprus,2018,58,5.835,1.229,0.909,0.495,0.154,5.26317,5.26317,0.179,6.027
Russia,2018,59,5.81,1.151,0.599,0.399,0.025,5.24062,5.24062,0.065,5.568000000000001
Kazakhstan,2018,60,5.79,1.143,0.631,0.454,0.121,5.22258,5.22258,0.148,5.8629999999999995
Cyprus,2018,61,5.762,1.229,0.909,0.423,0.035,5.197324,5.197324,0.202,5.839
Bolivia,2018,62,5.752,0.751,0.508,0.606,0.054,5.188304,5.188304,0.141,5.133
Estonia,2018,63,5.739,1.2,0.737,0.553,0.174,5.176578,5.176578,0.086,6.132000000000001
Paraguay,2018,64,5.681,0.835,0.615,0.541,0.074,5.124262,5.124262,0.162,5.599
Peru,2018,65,5.663,0.934,0.674,0.53,0.034,5.108026000000001,5.108026000000001,0.092,5.363
Kosovo,2018,66,5.662,0.855,0.578,0.448,0.023,5.107124,5.107124,0.274,5.258
Moldova,2018,67,5.64,0.657,0.62,0.232,0.0,5.08728,5.08728,0.171,4.831
Turkmenistan,2018,68,5.636,1.016,0.517,0.417,0.037,5.083672,5.083672,0.199,5.569
Hungary,2018,69,5.62,1.171,0.732,0.259,0.022,5.06924,5.06924,0.061,5.496
Libya,2018,70,5.566,0.985,0.553,0.496,0.148,5.020532,5.020532,0.116,5.498
Philippines,2018,71,5.524,0.775,0.513,0.643,0.105,4.982648,4.982648,0.12,5.3180000000000005
Honduras,2018,72,5.504,0.62,0.622,0.459,0.074,4.964607999999999,4.964607999999999,0.197,5.027
Belarus,2018,73,5.483,1.039,0.7,0.307,0.154,4.945665999999999,4.945665999999999,0.101,5.649000000000001
Turkey,2018,74,5.483,1.148,0.686,0.324,0.109,4.945665999999999,4.945665999999999,0.106,5.603
Pakistan,2018,75,5.472,0.652,0.424,0.334,0.113,4.935744000000001,4.935744000000001,0.216,4.399000000000001
Hong Kong,2018,76,5.43,1.405,1.03,0.524,0.291,4.89786,4.89786,0.246,6.636
Portugal,2018,77,5.41,1.188,0.884,0.562,0.017,4.8798200000000005,4.8798200000000005,0.055,5.985000000000001
Serbia,2018,78,5.398,0.975,0.685,0.288,0.043,4.868996,4.868996,0.134,5.344000000000001
Greece,2018,79,5.358,1.154,0.879,0.131,0.044,4.832916,4.832916,0.0,5.26
Lebanon,2018,80,5.358,0.965,0.785,0.503,0.136,4.832916,4.832916,0.214,5.632000000000001
Montenegro,2018,81,5.347,1.017,0.729,0.259,0.081,4.8229940000000004,4.8229940000000004,0.111,5.3260000000000005
Croatia,2018,82,5.321,1.115,0.737,0.38,0.039,4.799542,4.799542,0.12,5.401999999999999
Dominican Republic,2018,83,5.302,0.982,0.614,0.578,0.106,4.782404,4.782404,0.12,5.691
Algeria,2018,84,5.295,0.979,0.687,0.077,0.135,4.77609,4.77609,0.055,4.937
Morocco,2018,85,5.254,0.779,0.669,0.46,0.074,4.739108,4.739108,0.026,4.654999999999999
China,2018,86,5.246,0.989,0.799,0.597,0.103,4.731892,4.731892,0.029,5.5089999999999995
Azerbaijan,2018,87,5.201,1.024,0.603,0.43,0.176,4.691301999999999,4.691301999999999,0.031,5.2749999999999995
Tajikistan,2018,88,5.199,0.474,0.598,0.292,0.034,4.6894979999999995,4.6894979999999995,0.187,4.600999999999999
Macedonia,2018,89,5.185,0.959,0.691,0.394,0.052,4.676869999999999,4.676869999999999,0.173,5.358
Jordan,2018,90,5.161,0.822,0.645,0.468,0.134,4.655221999999999,4.655221999999999,0.13,5.314
Nigeria,2018,91,5.155,0.689,0.048,0.462,0.032,4.64981,4.64981,0.201,4.454
Kyrgyzstan,2018,92,5.131,0.53,0.594,0.54,0.035,4.6281620000000006,4.6281620000000006,0.281,5.246
Bosnia and Herzegovina,2018,93,5.129,0.915,0.758,0.28,0.0,4.626358,4.626358,0.216,5.097
Mongolia,2018,94,5.125,0.914,0.575,0.395,0.032,4.62275,4.62275,0.253,5.5360000000000005
Vietnam,2018,95,5.103,0.715,0.702,0.618,0.079,4.602906,4.602906,0.177,5.505999999999999
Indonesia,2018,96,5.093,0.899,0.522,0.538,0.018,4.593886,4.593886,0.484,5.526000000000001
Bhutan,2018,97,5.082,0.796,0.527,0.541,0.171,4.583964,4.583964,0.364,5.5840000000000005
Somalia,2018,98,4.982,0.0,0.115,0.674,0.282,4.4937640000000005,4.4937640000000005,0.238,3.8710000000000004
Cameroon,2018,99,4.975,0.535,0.182,0.454,0.043,4.48745,4.48745,0.183,4.138000000000001
Bulgaria,2018,100,4.933,1.054,0.712,0.359,0.009,4.449566,4.449566,0.064,5.563
Nepal,2018,101,4.88,0.425,0.539,0.526,0.078,4.4017599999999995,4.4017599999999995,0.302,4.9479999999999995
Venezuela,2018,102,4.806,0.996,0.657,0.133,0.052,4.335012,4.335012,0.056,5.213
Gabon,2018,103,4.758,1.036,0.404,0.356,0.052,4.291716,4.291716,0.032,4.893999999999999
Palestinian Territories,2018,104,4.743,0.642,0.602,0.266,0.076,4.278186,4.278186,0.086,4.739
South Africa,2018,105,4.724,0.94,0.33,0.516,0.056,4.261048000000001,4.261048000000001,0.103,5.205
Iran,2018,106,4.707,1.059,0.691,0.459,0.129,4.2457139999999995,4.2457139999999995,0.282,5.240999999999999
Ivory Coast,2018,107,4.671,0.541,0.08,0.467,0.103,4.213242,4.213242,0.146,4.059
Ghana,2018,108,4.657,0.592,0.337,0.499,0.029,4.200614,4.200614,0.212,4.415
Senegal,2018,109,4.631,0.429,0.433,0.406,0.082,4.177162,4.177162,0.138,4.455
Laos,2018,110,4.623,0.72,0.441,0.626,0.174,4.169946,4.169946,0.23,5.075000000000001
Tunisia,2018,111,4.592,0.9,0.69,0.271,0.063,4.141984,4.141984,0.04,4.720000000000001
Albania,2018,112,4.586,0.916,0.79,0.419,0.032,4.136572,4.136572,0.149,4.973
Sierra Leone,2018,113,4.571,0.256,0.0,0.355,0.053,4.123042,4.123042,0.238,3.5649999999999995
Congo (Brazzaville),2018,114,4.559,0.682,0.343,0.514,0.077,4.112218,4.112218,0.091,4.368
Bangladesh,2018,115,4.5,0.532,0.579,0.58,0.144,4.059,4.059,0.153,4.688
Sri Lanka,2018,116,4.471,0.918,0.672,0.585,0.05,4.0328420000000005,4.0328420000000005,0.307,5.696000000000001
Iraq,2018,117,4.456,1.01,0.536,0.304,0.095,4.019312,4.019312,0.148,4.914
Mali,2018,118,4.447,0.37,0.152,0.367,0.056,4.011194,4.011194,0.139,4.167000000000001
Namibia,2018,119,4.441,0.874,0.365,0.519,0.064,4.005782,4.005782,0.051,5.0040000000000004
Cambodia,2018,120,4.433,0.549,0.457,0.696,0.065,3.998566,3.998566,0.256,4.961
Burkina Faso,2018,121,4.424,0.314,0.254,0.312,0.128,3.990448,3.990448,0.175,4.13
Egypt,2018,122,4.419,0.885,0.553,0.312,0.107,3.9859379999999995,3.9859379999999995,0.092,4.824
Mozambique,2018,123,4.417,0.198,0.173,0.531,0.158,3.984134,3.984134,0.206,4.018
Kenya,2018,124,4.41,0.493,0.454,0.504,0.055,3.97782,3.97782,0.352,4.755999999999999
Zambia,2018,125,4.377,0.562,0.295,0.503,0.082,3.948054,3.948054,0.221,4.56
Mauritania,2018,126,4.356,0.557,0.292,0.129,0.093,3.929112,3.929112,0.134,4.3
Ethiopia,2018,127,4.35,0.308,0.391,0.452,0.146,3.9236999999999997,3.9236999999999997,0.22,4.317
Georgia,2018,128,4.34,0.853,0.643,0.375,0.215,3.9146799999999997,3.9146799999999997,0.038,4.566
Armenia,2018,129,4.321,0.816,0.666,0.26,0.028,3.8975419999999996,3.8975419999999996,0.077,4.686999999999999
Myanmar,2018,130,4.308,0.682,0.429,0.58,0.178,3.8858159999999997,3.8858159999999997,0.598,5.491
Chad,2018,131,4.301,0.358,0.053,0.189,0.06,3.879502,3.879502,0.181,3.5980000000000003
Congo (Kinshasa),2018,132,4.245,0.069,0.204,0.312,0.052,3.82899,3.82899,0.197,3.82
India,2018,133,4.19,0.721,0.485,0.539,0.093,3.77938,3.77938,0.172,4.607
Niger,2018,134,4.166,0.131,0.221,0.39,0.099,3.7577320000000003,3.7577320000000003,0.175,3.733
Uganda,2018,135,4.161,0.322,0.237,0.45,0.061,3.7532219999999996,3.7532219999999996,0.259,4.269000000000001
Benin,2018,136,4.141,0.378,0.24,0.44,0.067,3.735182,3.735182,0.163,3.51
Sudan,2018,137,4.139,0.605,0.312,0.016,0.082,3.733378,3.733378,0.134,4.239
Ukraine,2018,138,4.103,0.793,0.609,0.163,0.011,3.700906,3.700906,0.187,5.026000000000001
Togo,2018,139,3.999,0.259,0.253,0.434,0.101,3.607098,3.607098,0.158,3.5290000000000004
Guinea,2018,140,3.964,0.344,0.211,0.394,0.094,3.575528,3.575528,0.185,3.8699999999999997
Lesotho,2018,141,3.808,0.472,0.079,0.423,0.112,3.4348159999999996,3.4348159999999996,0.116,4.2669999999999995
Angola,2018,142,3.795,0.73,0.269,0.0,0.061,3.4230899999999997,3.4230899999999997,0.079,4.114
Madagascar,2018,143,3.774,0.262,0.402,0.221,0.049,3.404148,3.404148,0.155,3.847
Zimbabwe,2018,144,3.692,0.357,0.248,0.406,0.099,3.330184,3.330184,0.132,4.186000000000001
Afghanistan,2018,145,3.632,0.332,0.255,0.085,0.036,3.276064,3.276064,0.191,3.2859999999999996
Botswana,2018,146,3.59,1.017,0.417,0.557,0.092,3.23818,3.23818,0.042,5.149
Malawi,2018,147,3.587,0.186,0.306,0.531,0.08,3.235474,3.235474,0.21,3.704
Haiti,2018,148,3.582,0.315,0.289,0.025,0.104,3.2309639999999997,3.2309639999999997,0.392,3.689
Liberia,2018,149,3.495,0.076,0.267,0.419,0.03,3.1524900000000002,3.1524900000000002,0.206,3.706
Syria,2018,150,3.462,0.689,0.539,0.088,0.144,3.1227240000000003,3.1227240000000003,0.376,4.0680000000000005
Rwanda,2018,151,3.408,0.332,0.4,0.636,0.444,3.074016,3.074016,0.2,4.758000000000001
Yemen,2018,152,3.355,0.442,0.343,0.244,0.064,3.02621,3.02621,0.083,4.099
Tanzania,2018,153,3.303,0.455,0.381,0.481,0.097,2.979306,2.979306,0.27,4.525000000000001
South Sudan,2018,154,3.254,0.337,0.177,0.112,0.106,2.935108,2.935108,0.224,3.4140000000000006
Central African Republic,2018,155,3.083,0.024,0.01,0.305,0.038,2.780866,2.780866,0.218,2.445
Burundi,2018,156,2.905,0.091,0.145,0.065,0.076,2.62031,2.62031,0.149,3.003
Finland,2019,1,7.769,1.34,0.986,0.596,0.393,7.007638,7.007638,0.153,7.004999999999999
Denmark,2019,2,7.6,1.383,0.996,0.592,0.41,6.8552,6.8552,0.252,7.156000000000001
Norway,2019,3,7.554,1.488,1.028,0.603,0.341,6.813708,6.813708,0.271,7.263
Iceland,2019,4,7.494,1.38,1.026,0.591,0.118,6.759588,6.759588,0.354,7.043000000000001
Netherlands,2019,5,7.488,1.396,0.999,0.557,0.298,6.754176,6.754176,0.322,7.0440000000000005
Switzerland,2019,6,7.48,1.452,1.052,0.572,0.343,6.7469600000000005,6.7469600000000005,0.263,7.1579999999999995
Sweden,2019,7,7.343,1.387,1.009,0.574,0.373,6.623386,6.623386,0.267,7.047000000000001
New Zealand,2019,8,7.307,1.303,1.026,0.585,0.38,6.590914000000001,6.590914000000001,0.33,7.131
Canada,2019,9,7.278,1.365,1.039,0.584,0.308,6.564755999999999,6.564755999999999,0.285,7.036
Austria,2019,10,7.246,1.376,1.016,0.532,0.226,6.5358920000000005,6.5358920000000005,0.244,6.819
Australia,2019,11,7.228,1.372,1.036,0.557,0.29,6.5196559999999995,6.5196559999999995,0.332,7.085000000000001
Costa Rica,2019,12,7.167,1.034,0.963,0.558,0.093,6.464634,6.464634,0.144,6.183
Israel,2019,13,7.139,1.276,1.029,0.371,0.082,6.4393780000000005,6.4393780000000005,0.261,6.4239999999999995
Luxembourg,2019,14,7.09,1.609,1.012,0.526,0.316,6.39518,6.39518,0.194,7.086
United Kingdom,2019,15,7.054,1.333,0.996,0.45,0.278,6.3627080000000005,6.3627080000000005,0.348,6.893000000000001
Ireland,2019,16,7.021,1.499,0.999,0.516,0.31,6.332942,6.332942,0.298,7.124999999999999
Germany,2019,17,6.985,1.373,0.987,0.495,0.265,6.300470000000001,6.300470000000001,0.261,6.785
Belgium,2019,18,6.923,1.356,0.986,0.473,0.21,6.244546,6.244546,0.16,6.639
United States,2019,19,6.892,1.433,0.874,0.454,0.128,6.216584,6.216584,0.28,6.576
Czech Republic,2019,20,6.852,1.269,0.92,0.457,0.036,6.180504,6.180504,0.046,6.164999999999999
United Arab Emirates,2019,21,6.825,1.503,0.825,0.598,0.182,6.15615,6.15615,0.262,6.63
Malta,2019,22,6.726,1.3,0.999,0.564,0.151,6.066852,6.066852,0.375,6.858999999999999
Mexico,2019,23,6.595,1.07,0.861,0.433,0.073,5.94869,5.94869,0.074,5.784
France,2019,24,6.592,1.324,1.045,0.436,0.183,5.945983999999999,5.945983999999999,0.111,6.521
Taiwan,2019,25,6.446,1.368,0.914,0.351,0.097,5.814292,5.814292,0.242,6.352
Chile,2019,26,6.444,1.159,0.92,0.357,0.056,5.812488,5.812488,0.187,5.998
Guatemala,2019,27,6.436,0.8,0.746,0.535,0.078,5.8052719999999995,5.8052719999999995,0.175,5.553000000000001
Saudi Arabia,2019,28,6.375,1.403,0.795,0.439,0.132,5.75025,5.75025,0.08,6.156
Qatar,2019,29,6.374,1.684,0.871,0.555,0.167,5.7493479999999995,5.7493479999999995,0.22,6.76
Spain,2019,30,6.354,1.286,1.062,0.362,0.079,5.731308,5.731308,0.153,6.3759999999999994
Panama,2019,31,6.321,1.149,0.91,0.516,0.054,5.701542,5.701542,0.109,6.130000000000001
Brazil,2019,32,6.3,1.004,0.802,0.39,0.086,5.6826,5.6826,0.099,5.77
Uruguay,2019,33,6.293,1.124,0.891,0.523,0.15,5.676286,5.676286,0.127,6.2299999999999995
Singapore,2019,34,6.262,1.572,1.141,0.556,0.453,5.648324,5.648324,0.271,7.406000000000001
El Salvador,2019,35,6.253,0.794,0.789,0.43,0.074,5.640206,5.640206,0.093,5.371999999999999
Italy,2019,36,6.223,1.294,1.039,0.231,0.03,5.6131459999999995,5.6131459999999995,0.158,6.1899999999999995
Bahrain,2019,37,6.199,1.362,0.871,0.536,0.11,5.591498,5.591498,0.255,6.452000000000002
Slovakia,2019,38,6.198,1.246,0.881,0.334,0.014,5.590596000000001,5.590596000000001,0.121,6.05
Trinidad & Tobago,2019,39,6.192,1.231,0.713,0.489,0.016,5.585184,5.585184,0.185,6.061
Poland,2019,40,6.182,1.206,0.884,0.483,0.05,5.576164,5.576164,0.117,6.127999999999999
Uzbekistan,2019,41,6.174,0.745,0.756,0.631,0.24,5.568948000000001,5.568948000000001,0.322,6.173000000000001
Lithuania,2019,42,6.149,1.238,0.818,0.291,0.042,5.546398,5.546398,0.043,5.896999999999999
Colombia,2019,43,6.125,0.985,0.841,0.47,0.034,5.52475,5.52475,0.099,5.789
Slovenia,2019,44,6.118,1.258,0.953,0.564,0.057,5.518436,5.518436,0.144,6.449000000000001
Nicaragua,2019,45,6.105,0.694,0.835,0.435,0.127,5.50671,5.50671,0.2,5.566
Kosovo,2019,46,6.1,0.882,0.758,0.489,0.006,5.502199999999999,5.502199999999999,0.262,5.579
Argentina,2019,47,6.086,1.092,0.881,0.471,0.05,5.489572,5.489572,0.066,5.942
Romania,2019,48,6.07,1.162,0.825,0.462,0.005,5.475140000000001,5.475140000000001,0.083,5.719
Cyprus,2019,49,6.046,1.263,1.042,0.406,0.041,5.453492000000001,5.453492000000001,0.19,6.115
Ecuador,2019,50,6.028,0.912,0.868,0.498,0.087,5.437256,5.437256,0.126,5.753000000000001
Kuwait,2019,51,6.021,1.5,0.808,0.493,0.097,5.430942,5.430942,0.142,6.309000000000001
Thailand,2019,52,6.008,1.05,0.828,0.557,0.028,5.4192160000000005,5.4192160000000005,0.359,6.181
Latvia,2019,53,5.94,1.187,0.812,0.264,0.064,5.357880000000001,5.357880000000001,0.075,5.817000000000001
South Korea,2019,54,5.895,1.301,1.036,0.159,0.056,5.31729,5.31729,0.175,5.895999999999999
Estonia,2019,55,5.893,1.237,0.874,0.495,0.161,5.315486,5.315486,0.103,6.347999999999999
Jamaica,2019,56,5.89,0.831,0.831,0.49,0.028,5.31278,5.31278,0.107,5.715
Mauritius,2019,57,5.888,1.12,0.798,0.498,0.06,5.310976,5.310976,0.215,6.043
Japan,2019,58,5.886,1.327,1.088,0.445,0.14,5.309172,5.309172,0.069,6.438
Honduras,2019,59,5.86,0.642,0.828,0.507,0.078,5.28572,5.28572,0.246,5.487
Kazakhstan,2019,60,5.809,1.173,0.729,0.41,0.096,5.239718,5.239718,0.146,6.0120000000000005
Bolivia,2019,61,5.779,0.776,0.706,0.511,0.064,5.212658,5.212658,0.137,5.353
Hungary,2019,62,5.758,1.201,0.828,0.199,0.02,5.193716,5.193716,0.081,5.689
Paraguay,2019,63,5.743,0.855,0.777,0.514,0.08,5.180186,5.180186,0.184,5.835
Northern Cyprus,2019,64,5.718,1.263,1.042,0.417,0.162,5.157636,5.157636,0.191,6.276999999999999
Peru,2019,65,5.697,0.96,0.854,0.455,0.027,5.138694,5.138694,0.083,5.603000000000001
Portugal,2019,66,5.693,1.221,0.999,0.508,0.025,5.135085999999999,5.135085999999999,0.047,6.181
Pakistan,2019,67,5.653,0.677,0.535,0.313,0.098,5.099005999999999,5.099005999999999,0.22,4.679
Russia,2019,68,5.648,1.183,0.726,0.334,0.031,5.0944959999999995,5.0944959999999995,0.082,5.757999999999999
Philippines,2019,69,5.631,0.807,0.657,0.558,0.107,5.079162,5.079162,0.117,5.489
Serbia,2019,70,5.603,1.004,0.854,0.282,0.039,5.053906,5.053906,0.137,5.649
Moldova,2019,71,5.529,0.685,0.739,0.245,0.0,4.987158,4.987158,0.181,5.128
Libya,2019,72,5.525,1.044,0.673,0.416,0.152,4.98355,4.98355,0.133,5.671
Montenegro,2019,73,5.523,1.051,0.871,0.197,0.08,4.981745999999999,4.981745999999999,0.142,5.652000000000001
Tajikistan,2019,74,5.467,0.493,0.718,0.389,0.144,4.931234,4.931234,0.23,5.022000000000001
Croatia,2019,75,5.432,1.155,0.914,0.296,0.022,4.8996640000000005,4.8996640000000005,0.119,5.722
Hong Kong,2019,76,5.43,1.438,1.122,0.44,0.287,4.89786,4.89786,0.258,6.772
Dominican Republic,2019,77,5.425,1.015,0.779,0.497,0.101,4.89335,4.89335,0.113,5.856
Bosnia and Herzegovina,2019,78,5.386,0.945,0.845,0.212,0.006,4.858172,4.858172,0.263,5.433
Turkey,2019,79,5.373,1.183,0.808,0.195,0.106,4.846446,4.846446,0.083,5.6850000000000005
Malaysia,2019,80,5.339,1.221,0.828,0.508,0.024,4.815778,4.815778,0.26,5.962000000000001
Belarus,2019,81,5.323,1.067,0.789,0.235,0.142,4.801346000000001,4.801346000000001,0.094,5.742000000000001
Greece,2019,82,5.287,1.181,0.999,0.067,0.034,4.768874,4.768874,0.0,5.387
Mongolia,2019,83,5.285,0.948,0.667,0.317,0.038,4.76707,4.76707,0.235,5.686
North Macedonia,2019,84,5.274,0.983,0.838,0.345,0.034,4.757148,4.757148,0.185,5.629
Nigeria,2019,85,5.265,0.696,0.245,0.426,0.041,4.749029999999999,4.749029999999999,0.215,4.684
Kyrgyzstan,2019,86,5.261,0.551,0.723,0.508,0.023,4.7454220000000005,4.7454220000000005,0.3,5.492999999999999
Turkmenistan,2019,87,5.247,1.052,0.657,0.394,0.028,4.732794,4.732794,0.244,5.8629999999999995
Algeria,2019,88,5.211,1.002,0.785,0.086,0.114,4.700322,4.700322,0.073,5.170000000000001
Morocco,2019,89,5.208,0.801,0.782,0.418,0.076,4.697616,4.697616,0.036,4.845
Azerbaijan,2019,90,5.208,1.043,0.769,0.351,0.182,4.697616,4.697616,0.035,5.477
Lebanon,2019,91,5.197,0.987,0.815,0.216,0.027,4.6876940000000005,4.6876940000000005,0.166,5.385
Indonesia,2019,92,5.192,0.931,0.66,0.491,0.028,4.683184000000001,4.683184000000001,0.498,5.761
China,2019,93,5.191,1.029,0.893,0.521,0.1,4.682282,4.682282,0.058,5.675999999999999
Vietnam,2019,94,5.175,0.741,0.851,0.543,0.073,4.66785,4.66785,0.147,5.651000000000001
Bhutan,2019,95,5.082,0.813,0.604,0.457,0.167,4.583964,4.583964,0.37,5.6819999999999995
Cameroon,2019,96,5.044,0.549,0.331,0.381,0.037,4.549688,4.549688,0.187,4.345000000000001
Bulgaria,2019,97,5.011,1.092,0.815,0.311,0.004,4.519922,4.519922,0.081,5.766
Ghana,2019,98,4.996,0.611,0.486,0.381,0.04,4.506392,4.506392,0.245,4.5809999999999995
Ivory Coast,2019,99,4.944,0.569,0.232,0.352,0.09,4.459488,4.459488,0.154,4.154999999999999
Nepal,2019,100,4.913,0.446,0.677,0.439,0.089,4.431526,4.431526,0.285,5.112
Jordan,2019,101,4.906,0.837,0.815,0.383,0.13,4.425212,4.425212,0.11,5.450000000000001
Benin,2019,102,4.883,0.393,0.397,0.349,0.082,4.404466,4.404466,0.175,3.7829999999999995
Congo (Brazzaville),2019,103,4.812,0.673,0.508,0.372,0.093,4.3404240000000005,4.3404240000000005,0.105,4.5
Gabon,2019,104,4.799,1.057,0.571,0.295,0.055,4.328698,4.328698,0.043,5.153999999999999
Laos,2019,105,4.796,0.764,0.551,0.547,0.164,4.325992,4.325992,0.266,5.271999999999999
South Africa,2019,106,4.722,0.96,0.469,0.389,0.055,4.259244000000001,4.259244000000001,0.13,5.304
Albania,2019,107,4.719,0.947,0.874,0.383,0.027,4.256538,4.256538,0.178,5.207
Venezuela,2019,108,4.707,0.96,0.805,0.154,0.047,4.2457139999999995,4.2457139999999995,0.064,5.406999999999999
Cambodia,2019,109,4.7,0.574,0.637,0.609,0.062,4.2394,4.2394,0.232,5.186
Palestinian Territories,2019,110,4.696,0.657,0.672,0.225,0.066,4.235792,4.235792,0.103,4.919999999999999
Senegal,2019,111,4.681,0.45,0.571,0.292,0.072,4.222262,4.222262,0.153,4.621999999999999
Somalia,2019,112,4.668,0.0,0.268,0.559,0.27,4.210536,4.210536,0.243,3.9879999999999995
Namibia,2019,113,4.639,0.879,0.477,0.401,0.056,4.184378000000001,4.184378000000001,0.07,5.146
Niger,2019,114,4.628,0.138,0.366,0.318,0.102,4.174456,4.174456,0.188,3.8360000000000003
Burkina Faso,2019,115,4.587,0.331,0.38,0.255,0.113,4.137474,4.137474,0.177,4.2620000000000005
Armenia,2019,116,4.559,0.85,0.815,0.283,0.064,4.112218,4.112218,0.095,5.112
Iran,2019,117,4.548,1.1,0.785,0.305,0.125,4.102296,4.102296,0.27,5.377000000000001
Guinea,2019,118,4.534,0.38,0.375,0.332,0.086,4.089668,4.089668,0.207,4.158999999999999
Georgia,2019,119,4.519,0.886,0.752,0.346,0.164,4.076138,4.076138,0.043,4.8069999999999995
Gambia,2019,120,4.516,0.308,0.428,0.382,0.167,4.073432,4.073432,0.269,4.4430000000000005
Kenya,2019,121,4.509,0.512,0.581,0.431,0.053,4.067118000000001,4.067118000000001,0.372,4.882
Mauritania,2019,122,4.49,0.57,0.489,0.066,0.088,4.04998,4.04998,0.106,4.436
Mozambique,2019,123,4.466,0.204,0.39,0.494,0.138,4.028332,4.028332,0.197,4.358999999999999
Tunisia,2019,124,4.461,0.921,0.815,0.167,0.055,4.023822,4.023822,0.059,4.9670000000000005
Bangladesh,2019,125,4.456,0.562,0.723,0.527,0.143,4.019312,4.019312,0.166,4.999
Iraq,2019,126,4.437,1.043,0.574,0.241,0.089,4.002174,4.002174,0.148,5.0249999999999995
Congo (Kinshasa),2019,127,4.418,0.094,0.357,0.269,0.053,3.985036,3.985036,0.212,4.0600000000000005
Mali,2019,128,4.39,0.385,0.308,0.327,0.052,3.95978,3.95978,0.153,4.28
Sierra Leone,2019,129,4.374,0.268,0.242,0.309,0.045,3.9453479999999996,3.9453479999999996,0.252,3.907
Sri Lanka,2019,130,4.366,0.949,0.831,0.47,0.047,3.9381319999999995,3.9381319999999995,0.244,5.7559999999999985
Myanmar,2019,131,4.36,0.71,0.555,0.525,0.172,3.93272,3.93272,0.566,5.659
Chad,2019,132,4.35,0.35,0.192,0.174,0.078,3.9236999999999997,3.9236999999999997,0.198,3.7079999999999997
Ukraine,2019,133,4.332,0.82,0.739,0.178,0.01,3.907464,3.907464,0.187,5.274
Ethiopia,2019,134,4.286,0.336,0.532,0.344,0.1,3.8659719999999997,3.8659719999999997,0.209,4.504
Swaziland,2019,135,4.212,0.811,0.0,0.313,0.135,3.7992239999999997,3.7992239999999997,0.074,4.4319999999999995
Uganda,2019,136,4.189,0.332,0.443,0.356,0.06,3.778478,3.778478,0.252,4.461999999999999
Egypt,2019,137,4.166,0.913,0.644,0.241,0.067,3.7577320000000003,3.7577320000000003,0.076,4.93
Zambia,2019,138,4.107,0.578,0.426,0.431,0.087,3.704514,3.704514,0.247,4.777
Togo,2019,139,4.085,0.275,0.41,0.293,0.085,3.68467,3.68467,0.177,3.7620000000000005
India,2019,140,4.015,0.755,0.588,0.498,0.085,3.62153,3.62153,0.2,4.841
Liberia,2019,141,3.975,0.073,0.443,0.37,0.033,3.5854500000000002,3.5854500000000002,0.233,4.024
Comoros,2019,142,3.973,0.274,0.505,0.142,0.078,3.583646,3.583646,0.275,3.981
Madagascar,2019,143,3.933,0.274,0.555,0.148,0.041,3.5475659999999998,3.5475659999999998,0.169,4.053
Lesotho,2019,144,3.802,0.489,0.168,0.359,0.093,3.429404,3.429404,0.107,4.335
Burundi,2019,145,3.775,0.046,0.38,0.22,0.18,3.40505,3.40505,0.176,3.3990000000000005
Zimbabwe,2019,146,3.663,0.366,0.433,0.361,0.089,3.304026,3.304026,0.151,4.4639999999999995
Haiti,2019,147,3.597,0.323,0.449,0.026,0.11,3.244494,3.244494,0.419,3.965
Botswana,2019,148,3.488,1.041,0.538,0.455,0.1,3.146176,3.146176,0.025,5.254
Syria,2019,149,3.462,0.619,0.44,0.013,0.141,3.1227240000000003,3.1227240000000003,0.331,3.872
Malawi,2019,150,3.41,0.191,0.495,0.443,0.089,3.07582,3.07582,0.218,3.946
Yemen,2019,151,3.38,0.287,0.463,0.143,0.077,3.0487599999999997,3.0487599999999997,0.108,4.191
